timestamp,bid,ask,last,buyVolume,sellVolume,buySellVolumeRatio
1516048385247,0.09439998,0.0944,0.09439998,9.10205319,21.645795919999994,0.4204998154671691
1516048387151,0.09453991,0.0945451,0.0945451,9.10205319,21.645795919999994,0.4204998154671691
1516048391105,0.09453991,0.0945451,0.0945451,9.10205319,21.645795919999994,0.4204998154671691
1516048391358,0.09453991,0.0945451,0.0945451,9.10205319,21.645795919999994,0.4204998154671691
1516048393131,0.09453991,0.0945451,0.0945451,9.10205319,21.645795919999994,0.4204998154671691
1516048395333,0.0945451,0.09459999,0.0945451,9.10205319,21.645795919999994,0.4204998154671691
1516048397144,0.09453991,0.09454509,0.09453991,9.10205319,21.645795919999994,0.4204998154671691
1516048399174,0.09453991,0.09454509,0.09453991,9.10205319,21.645795919999994,0.4204998154671691
1516048401204,0.0945451,0.09459998,0.0945451,8.55428642,21.298390199999996,0.4016400460162478
1516048403167,0.0945451,0.09459998,0.0945451,8.55428642,21.298390199999996,0.4016400460162478
1516048405152,0.0945451,0.09459998,0.0945451,8.25569741,21.298390199999996,0.38762072309108137
1516048407183,0.0945451,0.09459998,0.0945451,8.25569741,21.286711169999997,0.38783339258320954
1516048409141,0.0945451,0.09459998,0.0945451,8.25569741,21.286711169999997,0.38783339258320954
1516048411265,0.0945451,0.09459998,0.0945451,8.25569741,21.286711169999997,0.38783339258320954
1516048413146,0.09454511,0.09459997,0.0945451,8.25569741,21.246711169999998,0.3885635449149846
1516048415214,0.09454511,0.09459997,0.0945451,10.994071139999999,26.53247819,0.4143627693301422
1516048417255,0.09454511,0.09459997,0.09454511,8.986383449999998,26.49247819,0.33920509004673066
1516048419231,0.09454511,0.09459997,0.09454511,8.986383449999998,26.49247819,0.33920509004673066
1516048421153,0.09454511,0.09459997,0.09454511,8.986383449999998,26.49247819,0.33920509004673066
1516048423276,0.09454512,0.09459997,0.09459997,8.986383449999998,26.49247819,0.33920509004673066
1516048425992,0.09454512,0.09459997,0.09459997,8.986383449999998,26.37247819,0.3407485404010111
1516048427560,0.09454512,0.09454525,0.09454512,8.986383449999998,22.78966967,0.3943182845616032
1516048429141,0.09454512,0.09454525,0.09454512,8.986383449999998,22.74966967,0.3950116015025197
1516048431162,0.09454512,0.09454525,0.09454512,8.986383449999998,22.63877429,0.3969465543887446
1516048433658,0.09454511,0.09454512,0.09454511,8.950799009999999,11.352631080000002,0.7884338834694167
1516048435189,0.09454511,0.09454512,0.09454511,8.950799009999999,6.933293150000002,1.2909881085873307
1516048437219,0.09454511,0.09454524,0.09454511,4.562353079999999,5.381614120000002,0.8477666696771633
1516048439267,0.09454511,0.09454524,0.09454511,4.562353079999999,5.325767020000002,0.8566565271944618
1516048441166,0.09454511,0.09454512,0.09454512,2.7383737299999993,5.325767020000002,0.5141745254188754
1516048443153,0.09454511,0.09454512,0.09454512,2.7269101099999995,5.325767020000002,0.512022042977013
1516048445215,0.09454512,0.09454525,0.09454512,3.0534684100000002,24.988273919999997,0.12219605162708255
1516048447190,0.09454512,0.09454525,0.09454512,3.0534684100000002,24.988273919999997,0.12219605162708255
1516048449177,0.09454512,0.09454525,0.09454511,3.0534684100000002,24.988273919999997,0.12219605162708255
1516048451150,0.09454512,0.09454525,0.09454511,3.0534684100000002,24.988273919999997,0.12219605162708255
1516048453160,0.09454512,0.09454525,0.09454511,2.9808983000000002,24.658917489999997,0.120885205168023
1516048455291,0.09454511,0.09454525,0.09454511,2.9808983000000002,24.600308869999996,0.12117320622893467
1516048457256,0.09454511,0.09454525,0.09454511,2.9808983000000002,24.340436289999996,0.12246692148343577
1516048461201,0.09454511,0.09454525,0.09454511,2.9808983000000002,23.342936099999996,0.12770022962107155
1516048463187,0.09454511,0.09454525,0.09454511,2.9808983000000002,23.342936099999996,0.12770022962107155
1516048464211,0.09454512,0.09454525,0.09454525,2.9808983000000002,20.481506899999996,0.14554096603116642
1516048467165,0.09454512,0.09454525,0.09454512,2.9808983000000002,20.462506899999998,0.14567610481783153
1516048469338,0.09454512,0.09454525,0.09454525,2.9808983000000002,20.462506899999998,0.14567610481783153
1516048469423,0.09454511,0.09454525,0.09454511,2.9808983000000002,20.462506899999998,0.14567610481783153
1516048471224,0.09454511,0.09454525,0.09454511,2.9808983000000002,19.662506899999997,0.1516031661252717
1516048474031,0.09454511,0.09454525,0.09454525,2.9808983000000002,17.746927559999996,0.16796700667887332
1516048475212,0.09454511,0.09454525,0.09454525,3.0514949000000002,25.8019458,0.11826607666155164
1516048477209,0.09454511,0.09454525,0.09454525,3.0514949000000002,24.637604229999997,0.123855179729056
1516048479744,0.09454511,0.09454525,0.09454511,2.79803403,24.637604229999997,0.11356761817745947
1516048481335,0.09454511,0.09454525,0.09454511,0.93428366,22.757099539999995,0.041054601811527695
1516048483250,0.09454525,0.0946,0.0946,0.93428366,19.826566649999997,0.047122816395444855
1516048485231,0.09454511,0.0946,0.09454511,6.43198056,25.560568809999996,0.25163683202087556
1516048487495,0.09454511,0.0946,0.09454511,6.21913883,25.310568809999996,0.2457131199494367
